id,type,rarity,attack,elderseal,attributes,damageType,name,durability,slots,elements,crafting,assets,shelling,phial,boostType,specialAmmo,deviation,ammo,coatings
1197,dual-blades,8,"{'display': 252, 'raw': 180}",,{'affinity': 20},sever,"Empress Daggers ""Blaze""","[{'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 90, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 100, 'purple': 0}]","[{'rank': 2}, {'rank': 1}]","[{'type': 'blast', 'damage': 90, 'hidden': False}]","{'craftable': False, 'previous': 1196, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 2, 'item': {'id': 596, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Lunastra Horn', 'description': 'Rare Lunastra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 3, 'item': {'id': 423, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Teostra Horn+', 'description': 'Rare Teostra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 404, 'rarity': 7, 'carryLimit': 99, 'value': 9600, 'name': 'Bazelgeuse Gem', 'description': 'A rare gem said to have formed within Bazelgeuse tissue. Used to dramatically improve gear.'}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/dual-blades/26e921da691c3da4142e669b62c6a5567d4515b4.3f929df0fa99363d1da15bc80048bdc4.png'}",,,,,,,
1198,dual-blades,8,"{'display': 266, 'raw': 190}",,{},sever,"Empress Daggers ""Ruin""","[{'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 90, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 100, 'purple': 0}]","[{'rank': 2}, {'rank': 2}]","[{'type': 'blast', 'damage': 60, 'hidden': False}]","{'craftable': False, 'previous': 1196, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 3, 'item': {'id': 594, 'rarity': 7, 'carryLimit': 99, 'value': 4500, 'name': 'Lunastra Wing', 'description': 'Rare Lunastra material. Obtained by breaking its wings. Supple, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 408, 'rarity': 7, 'carryLimit': 99, 'value': 5000, 'name': 'Nergigante Horn+', 'description': 'Rare Nergigante material. Obtained by breaking its horns. Stout, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 411, 'rarity': 8, 'carryLimit': 99, 'value': 12000, 'name': 'Nergigante Gem', 'description': 'A rare gem said to have formed within Nergigante tissue. Holds untold potential.'}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/dual-blades/bde6eefcaa2b2443c7ab2f8452c3da60b5935f4b.547dd5b4d5530220f68b0b53e39b7880.png'}",,,,,,,
1199,dual-blades,8,"{'display': 252, 'raw': 180}",,{'affinity': 10},sever,"Empress Daggers ""Styx""","[{'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 90, 'purple': 0}, {'red': 90, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 100, 'purple': 0}]","[{'rank': 3}, {'rank': 3}]","[{'type': 'blast', 'damage': 120, 'hidden': False}]","{'craftable': False, 'previous': 1196, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 2, 'item': {'id': 595, 'rarity': 7, 'carryLimit': 99, 'value': 4900, 'name': 'Lunastra Tail', 'description': 'Rare Lunastra material. Obtained by carving its severed tail. Stiff, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 440, 'rarity': 7, 'carryLimit': 99, 'value': 5600, 'name': ""Xeno'jiiva Horn"", 'description': ""A rare Xeno'jiiva horn. During growth, it's theorized that it helps control the beast's power.""}}, {'quantity': 1, 'item': {'id': 443, 'rarity': 8, 'carryLimit': 99, 'value': 15000, 'name': ""Xeno'jiiva Gem"", 'description': ""A phantasmal gem formed inside the tissue of Xeno'jiiva. The power it holds defies comprehension.""}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/dual-blades/bd3e81df8d0ab0115b36557beae80d270b2dba88.261f8e4b33ffae9283c4f5a9c4d4aca1.png'}",,,,,,,
1200,hammer,7,"{'display': 936, 'raw': 180}",,{},blunt,Empress Mace,"[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]","[{'rank': 2}, {'rank': 1}]","[{'type': 'blast', 'damage': 150, 'hidden': False}]","{'craftable': True, 'previous': None, 'branches': [1201, 1202, 1203], 'craftingMaterials': [{'quantity': 4, 'item': {'id': 591, 'rarity': 7, 'carryLimit': 99, 'value': 2300, 'name': 'Lunastra Scale+', 'description': 'Rare Lunastra material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 3, 'item': {'id': 596, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Lunastra Horn', 'description': 'Rare Lunastra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 3, 'item': {'id': 593, 'rarity': 7, 'carryLimit': 99, 'value': 3400, 'name': 'Lunastra Mane', 'description': 'Rare Lunastra material. Obtained by collecting rare drops. Valuable, fire resistant material.'}}, {'quantity': 1, 'item': {'id': 597, 'rarity': 8, 'carryLimit': 99, 'value': 12000, 'name': 'Lunastra Gem', 'description': 'A rare gem said to have formed within Lunastra tissue. Within it lies unimaginable power.'}}], 'upgradeMaterials': []}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/hammer/aa851ae0ae183899048c4fc6f0d08a4ffe8e5342.ba28947b13c06b54327ca118fcc0d001.png'}",,,,,,,
1201,hammer,8,"{'display': 936, 'raw': 180}",,{'affinity': 20},blunt,"Empress Mace ""Blaze""","[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]","[{'rank': 2}, {'rank': 1}]","[{'type': 'blast', 'damage': 180, 'hidden': False}]","{'craftable': False, 'previous': 1200, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 2, 'item': {'id': 596, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Lunastra Horn', 'description': 'Rare Lunastra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 3, 'item': {'id': 423, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Teostra Horn+', 'description': 'Rare Teostra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 404, 'rarity': 7, 'carryLimit': 99, 'value': 9600, 'name': 'Bazelgeuse Gem', 'description': 'A rare gem said to have formed within Bazelgeuse tissue. Used to dramatically improve gear.'}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/hammer/aa851ae0ae183899048c4fc6f0d08a4ffe8e5342.ba28947b13c06b54327ca118fcc0d001.png'}",,,,,,,
1202,hammer,8,"{'display': 988, 'raw': 190}",,{},blunt,"Empress Mace ""Ruin""","[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]","[{'rank': 2}, {'rank': 2}]","[{'type': 'blast', 'damage': 150, 'hidden': False}]","{'craftable': False, 'previous': 1200, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 3, 'item': {'id': 594, 'rarity': 7, 'carryLimit': 99, 'value': 4500, 'name': 'Lunastra Wing', 'description': 'Rare Lunastra material. Obtained by breaking its wings. Supple, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 408, 'rarity': 7, 'carryLimit': 99, 'value': 5000, 'name': 'Nergigante Horn+', 'description': 'Rare Nergigante material. Obtained by breaking its horns. Stout, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 411, 'rarity': 8, 'carryLimit': 99, 'value': 12000, 'name': 'Nergigante Gem', 'description': 'A rare gem said to have formed within Nergigante tissue. Holds untold potential.'}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/hammer/59ff209a8ffadf24b530924476edc70d2eac7955.15d7332e17abc8a47daee6c2bfede196.png'}",,,,,,,
1203,hammer,8,"{'display': 936, 'raw': 180}",,{'affinity': 10},blunt,"Empress Mace ""Styx""","[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]","[{'rank': 3}, {'rank': 3}]","[{'type': 'blast', 'damage': 240, 'hidden': False}]","{'craftable': False, 'previous': 1200, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 2, 'item': {'id': 595, 'rarity': 7, 'carryLimit': 99, 'value': 4900, 'name': 'Lunastra Tail', 'description': 'Rare Lunastra material. Obtained by carving its severed tail. Stiff, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 440, 'rarity': 7, 'carryLimit': 99, 'value': 5600, 'name': ""Xeno'jiiva Horn"", 'description': ""A rare Xeno'jiiva horn. During growth, it's theorized that it helps control the beast's power.""}}, {'quantity': 1, 'item': {'id': 443, 'rarity': 8, 'carryLimit': 99, 'value': 15000, 'name': ""Xeno'jiiva Gem"", 'description': ""A phantasmal gem formed inside the tissue of Xeno'jiiva. The power it holds defies comprehension.""}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/hammer/681feb43b793e811ffc39051d237cefb18b5d4b1.d98371c564897a86a00c79d10cf3c568.png'}",,,,,,,
1204,hunting-horn,7,"{'display': 798, 'raw': 190}",,{},blunt,Empress Roar,"[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]",[{'rank': 1}],"[{'type': 'blast', 'damage': 150, 'hidden': False}]","{'craftable': True, 'previous': None, 'branches': [1205, 1206, 1207], 'craftingMaterials': [{'quantity': 4, 'item': {'id': 591, 'rarity': 7, 'carryLimit': 99, 'value': 2300, 'name': 'Lunastra Scale+', 'description': 'Rare Lunastra material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 3, 'item': {'id': 596, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Lunastra Horn', 'description': 'Rare Lunastra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 3, 'item': {'id': 593, 'rarity': 7, 'carryLimit': 99, 'value': 3400, 'name': 'Lunastra Mane', 'description': 'Rare Lunastra material. Obtained by collecting rare drops. Valuable, fire resistant material.'}}, {'quantity': 1, 'item': {'id': 597, 'rarity': 8, 'carryLimit': 99, 'value': 12000, 'name': 'Lunastra Gem', 'description': 'A rare gem said to have formed within Lunastra tissue. Within it lies unimaginable power.'}}], 'upgradeMaterials': []}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/hunting-horn/31b9cb67bace33389d7a20add5c7ba58fc8b3919.ec627ba581be585eccdafee8d889a41d.png'}",,,,,,,
1205,hunting-horn,8,"{'display': 798, 'raw': 190}",,{'affinity': 20},blunt,"Empress Roar ""Blaze""","[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]",[{'rank': 1}],"[{'type': 'blast', 'damage': 180, 'hidden': False}]","{'craftable': False, 'previous': 1204, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 2, 'item': {'id': 596, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Lunastra Horn', 'description': 'Rare Lunastra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 3, 'item': {'id': 423, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Teostra Horn+', 'description': 'Rare Teostra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 404, 'rarity': 7, 'carryLimit': 99, 'value': 9600, 'name': 'Bazelgeuse Gem', 'description': 'A rare gem said to have formed within Bazelgeuse tissue. Used to dramatically improve gear.'}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/hunting-horn/31b9cb67bace33389d7a20add5c7ba58fc8b3919.ec627ba581be585eccdafee8d889a41d.png'}",,,,,,,
1206,hunting-horn,8,"{'display': 840, 'raw': 200}",,{},blunt,"Empress Roar ""Ruin""","[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]",[{'rank': 2}],"[{'type': 'blast', 'damage': 150, 'hidden': False}]","{'craftable': False, 'previous': 1204, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 3, 'item': {'id': 594, 'rarity': 7, 'carryLimit': 99, 'value': 4500, 'name': 'Lunastra Wing', 'description': 'Rare Lunastra material. Obtained by breaking its wings. Supple, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 408, 'rarity': 7, 'carryLimit': 99, 'value': 5000, 'name': 'Nergigante Horn+', 'description': 'Rare Nergigante material. Obtained by breaking its horns. Stout, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 411, 'rarity': 8, 'carryLimit': 99, 'value': 12000, 'name': 'Nergigante Gem', 'description': 'A rare gem said to have formed within Nergigante tissue. Holds untold potential.'}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/hunting-horn/336bc14bf1671cc3b64237abf6f224e344037bd7.ed260b5f99d44905330e1b6b83101755.png'}",,,,,,,
1207,hunting-horn,8,"{'display': 798, 'raw': 190}",,{'affinity': 10},blunt,"Empress Roar ""Styx""","[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]","[{'rank': 3}, {'rank': 1}]","[{'type': 'blast', 'damage': 240, 'hidden': False}]","{'craftable': False, 'previous': 1204, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 2, 'item': {'id': 595, 'rarity': 7, 'carryLimit': 99, 'value': 4900, 'name': 'Lunastra Tail', 'description': 'Rare Lunastra material. Obtained by carving its severed tail. Stiff, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 440, 'rarity': 7, 'carryLimit': 99, 'value': 5600, 'name': ""Xeno'jiiva Horn"", 'description': ""A rare Xeno'jiiva horn. During growth, it's theorized that it helps control the beast's power.""}}, {'quantity': 1, 'item': {'id': 443, 'rarity': 8, 'carryLimit': 99, 'value': 15000, 'name': ""Xeno'jiiva Gem"", 'description': ""A phantasmal gem formed inside the tissue of Xeno'jiiva. The power it holds defies comprehension.""}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/hunting-horn/6f749ffa0c79e8d56d754879c2e6fa54efa9b1cf.9954834f1c41ac650b0e5f346d356b97.png'}",,,,,,,
1209,lance,7,"{'display': 414, 'raw': 180}",,{},sever,Empress Lance,"[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]","[{'rank': 2}, {'rank': 1}]","[{'type': 'blast', 'damage': 150, 'hidden': False}]","{'craftable': True, 'previous': None, 'branches': [1210, 1211, 1212], 'craftingMaterials': [{'quantity': 4, 'item': {'id': 591, 'rarity': 7, 'carryLimit': 99, 'value': 2300, 'name': 'Lunastra Scale+', 'description': 'Rare Lunastra material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 3, 'item': {'id': 596, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Lunastra Horn', 'description': 'Rare Lunastra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 3, 'item': {'id': 593, 'rarity': 7, 'carryLimit': 99, 'value': 3400, 'name': 'Lunastra Mane', 'description': 'Rare Lunastra material. Obtained by collecting rare drops. Valuable, fire resistant material.'}}, {'quantity': 1, 'item': {'id': 597, 'rarity': 8, 'carryLimit': 99, 'value': 12000, 'name': 'Lunastra Gem', 'description': 'A rare gem said to have formed within Lunastra tissue. Within it lies unimaginable power.'}}], 'upgradeMaterials': []}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/lance/90e63ae344269268d7a6dcaa58e1936811f4c738.71a62c8c32962d5d25c6c53713926aaf.png'}",,,,,,,
1210,lance,8,"{'display': 414, 'raw': 180}",,{'affinity': 20},sever,"Empress Lance ""Blaze""","[{'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 70, 'purple': 0}, {'red': 110, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 80, 'purple': 0}]","[{'rank': 2}, {'rank': 1}]","[{'type': 'blast', 'damage': 180, 'hidden': False}]","{'craftable': False, 'previous': 1209, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 484, 'rarity': 7, 'carryLimit': 99, 'value': 0, 'name': 'Research Commission Ticket', 'description': 'A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!'}}, {'quantity': 2, 'item': {'id': 596, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Lunastra Horn', 'description': 'Rare Lunastra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 3, 'item': {'id': 423, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Teostra Horn+', 'description': 'Rare Teostra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 404, 'rarity': 7, 'carryLimit': 99, 'value': 9600, 'name': 'Bazelgeuse Gem', 'description': 'A rare gem said to have formed within Bazelgeuse tissue. Used to dramatically improve gear.'}}]}","{'icon': None, 'image': 'https://assets.mhw-db.com/weapons/lance/90e63ae344269268d7a6dcaa58e1936811f4c738.71a62c8c32962d5d25c6c53713926aaf.png'}",,,,,,,
